review_date,rating,helpful_vote,review_title,review_body
January 23 2022,5.0,2,this is a wonderful step up from the early nespresso machines,they have removed all previous flaws from the early nespresso machines and came up with a delicious  quiet  easy to use  and attractive little coffee machine. love it !
December 7 2020,5.0,1,loving it!,very easy to use! the milk frother is the star of the show!! works so well and is so easy to use and really elevates the cappuccino experience! didn’t realize this came with a variety pack of coffee pods so that was a fun surprise that we got to try a variety of coffee types! interesting that it senses the size of the coffee/espresso pod that you insert. so there are bigger vertuo pods for coffee and smaller for espresso. also be careful when buying pods  the vertuo pods are different than some of the other nespresso machines.
August 17 2021,1.0,3,stopped working after one month,my machine gave the overheating red light after using for a month. nespresso recommended returning the machine but the seller is not accepting refunds. do not buy from this seller!
December 19 2018,3.0,5,great coffee  but avoid vertuo  & stick to original machines (temperature  capsule availability),i bought this model because  unlike the 'original' nespresso machines  this new vertuo models have capability of brewing regular 'drip-style' coffee.  however  i was soon disappointed.  the coffee temperature is much lower than the original machines.  i believe this is a known  due to the type of brew process (not using pressure but centrifuge instead).  in fact  if you read the user manual troubleshooting guide  under the 'coffee is not hot enough' section  it tells you to pre-heat water before putting it into the container.  im still suprised that i pay >$100 for a coffee machine  and still have to use my microwave to get hot coffee.  also its impossible to buy vertuo capsules in stores.  and buying from amazon  you can only buy a 30-pack quantity.  my advice is to buy the original model nespresso machine  and get 'coffee' pods  instead of pure espresso pods.
July 13 2021,1.0,1,keeps overflowing and sometimes the lid randomly wont open,i have had nothing but problems with this machine ever since i bought it. it worked fine for a few weeks but after that the lid won't open sometimes for 10 minutes at a time. it at least once a week will just endlessly pour water into a cup when i am trying to make coffee and the only way to stop it is to unplug it. not sure what the problem is but i do not recommend this product at all.
December 21 2021,3.0,2,whipped crema,for the average coffee drinker  nespresso hits the mark. quality machine. coffee tastes good  but when it comes to espressos  not there. the crema or foam is  artificially created through a centrifugal process.
December 29 2021,1.0,1,do not buy,cannot recommend not buying this product enough.purchased in july  broke in october. wouldn’t even turn on. they offered to fix it. they had it for four weeks. get it back and it works for five days before breaking again. turns on but doesn’t make any coffee.asked for a new machine and they said i can either get if fixed again (no thank you) or purchase a new machine for 35% off. so insulting. then they said a man would pick it up to fix it. no name  no number  no idea when he would show up. no one ever called.terrible customer service and several of my friends are experiencing it breaking within months as well.will be selling all my pods and buying a completely different brand.
November 18 2021,4.0,0,delicious coffee but it's noisy,i've only had my nespresso machine for a short time but i am in love with it already. i did watch a lot of youtube videos instead of reading the pamphlets and it's so easy to use! i also love the frother  it's so easy to use and i can now make hot milk without having to use my stove/microwave. i also love that this machine has a self cleaning mode!!!the only thing i have noticed is how loud the machine is. maybe it's because i'm still getting used to this machine opposed to a keurig  but it's a very minor thing. overall i still highly recommend this machine  and all of the flavors nespresso has is just amazing so i'm excited to try them all!
October 12 2021,5.0,2,my third purchase as a gift!,i was served an odacio coffee from nespresso when as a guest at a friends home.  i had a nespresso machine delivered to my home that very day.  as a result of serving this coffee i have sold at least four machines by referral.  we have one in each home and guest cabin.  we even take it traveling.  expensive? yes!  worth it?  heavens yes!
February 27 2022,1.0,1,not happy at all,when i received this product it looked like it had been previously opened i confirmed that when i called nespresso for instructions to use the machine since they were missing from the package. nespresso confirmed that a sample package should have been included. it was then that i realized the machine was used because when i ran the first brew with just water to clean it  it seemed odd that coffee grains washed up on a new machine. i don't typically write reviews however this is truly upsetting and requires attention. amazon should not be sending out used merchandise and if they do  they should at least let the buyer know  that its used allowing them to make the decision if they want that product.
May 2 2020,1.0,5,stopped working after 4 months!,gave this as a christmas gift to my husband in december 2019  now 4 months later its leaking and useless and i'm stuck with hundreds of dollars worth of nespresso unless i buy another one..... hmm? maybe buy directly from nespresso next time?
January 9 2021,1.0,3,maybe would be a good product if it worked?,i received my machine this week. i would love to know about how it brews  but my main button is broken. i’ve done troubleshooting  followed manuals and videos  wasted endless expensive pods.. and nothing. extremely disappointing purchase.
January 13 2022,3.0,0,great cup of coffee  but.......,.....it's not very hot and cools down rapidly. and after making a cup  it drips. it drips  and it drips. i keep a piece of paper towel on the mug platform so i don't have to keep rinsing it.that being said  it produces an amazing cup of coffee! the espresso is as good as my $500+ breville espresso machine with less preparation and clean up even with the dripping. the taste is way better than the keurig i replaced with it although the keurig was easier to use.
